map,goals,agents,alg,success_rate,soc_all_median,time_feas_median,conflicts_median,convergence_curve
warehouse,6.0,25,RGCM,0.0,346073.0,,41.0,"[575593.8, 575593.8, 575593.8, 570761.4, 570761.4, 570761.4, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0, 346073.0]"
warehouse,6.0,50,Base,0.0,6690429.2,,243.0,"[7047996.4, 7047996.4, 7047996.4, 7047996.4, 7047996.4, 7047996.4, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2]"
warehouse,6.0,50,CHHM,0.0,6690429.2,,243.0,"[7047996.4, 7047996.4, 7047996.4, 7047996.4, 7047996.4, 7047996.4, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2]"
warehouse,6.0,50,RGCM,0.0,6690429.2,,243.0,"[7047996.4, 7047996.4, 7047996.4, 7047996.4, 7047996.4, 7047996.4, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2, 6690429.2]"
warehouse,9.0,5,Base,1.0,587.0,2.6776357929920778,0.0,"[4573.6, 1834.2, 637.0, 637.0, 627.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0, 587.0]"
warehouse,9.0,5,CHHM,1.0,506.0,2.083680966999964,0.0,"[4573.6, 1834.2, 566.0, 536.0, 536.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0, 506.0]"
warehouse,9.0,5,RGCM,1.0,536.0,1.9988296330120647,0.0,"[4573.6, 826.0, 593.0, 564.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0, 536.0]"
warehouse,9.0,10,Base,0.0,7040.4,,2.0,"[42658.0, 36122.2, 18604.6, 16318.0, 7050.2, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4]"
warehouse,9.0,10,CHHM,0.4,7040.4,7.397140431501612,2.0,"[42658.0, 36122.2, 31263.0, 16318.0, 7682.0, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4, 7040.4]"
warehouse,9.0,10,RGCM,0.2,4277.4,7.8693658500124,1.5,"[42658.0, 36122.2, 31263.0, 16318.0, 16318.0, 7040.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4, 4277.4]"
warehouse,9.0,25,Base,0.0,949064.0,,86.0,"[1102974.0, 1102974.0, 1102974.0, 1102974.0, 1102974.0, 1068235.0000000002, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0, 949064.0]"
warehouse,9.0,25,CHHM,0.0,1040813.8,,93.0,"[1102974.0, 1102974.0, 1102974.0, 1102974.0, 1102974.0, 1102974.0, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8, 1040813.8]"
warehouse,9.0,25,RGCM,0.0,1040817.8,,93.0,"[1102974.0, 1102974.0, 1102974.0, 1102974.0, 1102974.0, 1102974.0, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8, 1040817.8]"
warehouse,9.0,50,Base,0.0,11973552.6,,334.0,"[12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6]"
warehouse,9.0,50,CHHM,0.0,11973552.6,,334.0,"[12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6]"
warehouse,9.0,50,RGCM,0.0,11973552.6,,334.0,"[12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 12179889.600000001, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6, 11973552.6]"
warehouse,12.0,5,Base,1.0,739.0,3.0796626890078187,0.0,"[2860.8, 2485.8, 741.0, 741.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0, 739.0]"
warehouse,12.0,5,CHHM,1.0,599.0,3.016247694002232,0.0,"[2860.8, 2485.8, 739.0, 739.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0, 599.0]"
warehouse,12.0,5,RGCM,1.0,605.0,2.411503151000943,0.0,"[2860.8, 2485.8, 739.0, 641.0, 606.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0, 605.0]"
warehouse,12.0,10,Base,0.0,19074.0,,5.0,"[61252.0, 61252.0, 50873.0, 50873.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0, 19074.0]"
warehouse,12.0,10,CHHM,0.4,5422.4,9.673635924998962,3.0,"[61252.0, 61252.0, 50873.0, 40978.2, 9153.4, 9153.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4, 5422.4]"
